id,type,name,nameResale,nameAI,description,latitude,longitude,annualRevenueIncreasePct,createdAt,updatedAt,parentId,picture,isFavorite
158,neighbourhood,Girón - Las Delicias - Pacífico,,Malaga,,36.69756100,-4.44425820,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
159,neighbourhood,Finca el Pato - Torre del Río,,Malaga,,36.68197960,-4.45616150,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
160,neighbourhood,Puerta Blanca - Almudena,,Malaga,,36.68803520,-4.44892100,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
161,neighbourhood,Los Guindos - Parque Mediterráneo - Santa Paula,,Malaga,,36.69141280,-4.44887720,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
162,neighbourhood,Nuevo San Andrés - Dos Hermanas,,Malaga,,36.70259510,-4.45048820,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
163,neighbourhood,Paseo Marítimo Oeste-Pacífico,,Malaga,,36.69605870,-4.43943330,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
164,neighbourhood,La Princesa,,Malaga,,36.70721770,-4.43782510,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
165,neighbourhood,La Luz,,Malaga,,36.69682880,-4.45487450,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
166,neighbourhood,Vistafranca,,Malaga,,36.69831820,-4.45101380,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
167,neighbourhood,El Torcal,,Malaga,,36.69975960,-4.44844020,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
168,neighbourhood,Pacífico,,Malaga,,36.69605870,-4.43943330,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
169,neighbourhood,Huelin,,Malaga,,36.70288140,-4.43686020,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,157,,f
292,area,La Cala del Moral,,La Cala del Moral,,36.71788790,-4.30258760,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
129,neighbourhood,La Trinidad,La Trinidad,Malaga,,36.72454630,-4.43460730,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:47:04.748921,123,"",f
131,neighbourhood,El Ejido,El Ejido,Malaga,,36.72862130,-4.41875900,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:48:04.810019,123,"",f
124,neighbourhood,Centro Histórico,"Málaga Center,Málaga Centro,Centro Histórico",Malaga,,36.72024540,-4.42206730,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:42:07.28477,123,"",f
143,neighbourhood,Pinares de San Antón,Pinares de San Antón,La Cala del Moral,,36.73874920,-4.35779760,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:44:17.745717,138,"",f
145,neighbourhood,El Candado,El Candado,La Cala del Moral,,36.71779150,-4.34238440,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:45:57.93342,138,"",f
142,neighbourhood,El Palo,El Palo,La Cala del Moral,,36.72186710,-4.35972450,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:49:01.950323,138,"",f
123,area,Centro,"Martiricos,Malagueta",Malaga,,36.72024540,-4.42206730,5.01,2025-05-29 17:15:49.118854,2025-06-05 10:45:22.224693,122,"",f
138,area,Este,"Málaga Este,Pedregalejo",La Cala del Moral,,36.72295260,-4.40342110,5.01,2025-05-29 17:15:49.118854,2025-06-05 10:45:48.580277,122,"",f
185,neighbourhood,Guadalmar,,Malaga,,36.66794690,-4.46352870,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,184,,f
186,neighbourhood,Cortijo de Maza-Finca Monsalvez-El Olivar,,Malaga,,36.64798570,-4.50122490,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,184,,f
187,neighbourhood,Churriana-El Pizarrillo-La Noria-Guadalsol,,Malaga,,36.66199690,-4.50585200,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,184,,f
188,area,Martiricos - La Roca,,Malaga,,36.73637020,-4.43322000,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,122,,f
189,neighbourhood,Palma - Palmilla,,Malaga,,36.73637020,-4.43322000,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,188,,f
201,area,Chullera,,Manilva,,36.34294810,-5.23645610,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
202,area,San Luis de Sabinillas,San Luis de Sabinillas,Manilva,,36.36630640,-5.22732010,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
203,area,La Duquesa,La Duquesa,Manilva,,36.35841330,-5.23025650,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
204,area,Alcorrín,,Manilva,,36.34513490,-5.24820460,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
205,area,Puerto de la Duquesa,,Manilva,,36.35841330,-5.23025650,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
206,area,El Castillo,,Manilva,,36.34816690,-5.23329860,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,200,,f
207,municipality,Marbella,Nueva Andalucía,Nueva andalucia,,36.49237520,-4.95160960,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,2,,f
210,neighbourhood,Puerto Banús,"Puerto - Puerto Banús,Puerto Banús",Puerto Banus,,36.48835400,-4.95654830,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,208,,f
211,neighbourhood,Las Brisas,Las Brisas,Nueva andalucia,,36.51041020,-4.96994740,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,208,,f
212,neighbourhood,Aloha,Aloha,Nueva andalucia,,36.51137240,-4.95917780,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,208,,f
213,neighbourhood,La Dama de Noche-La Alzambra,,Puerto Banus,,36.49609110,-4.95238570,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,208,,f
214,neighbourhood,Rodeo Alto - Guadaiza - La Campana,La Campana,Nueva andalucia,,36.48959810,-4.97266820,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,208,,f
222,area,San Pedro de Alcántara,San Pedro de Alcántara,San Pedro Alcántara,,36.48676650,-4.99057430,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,207,,f
223,neighbourhood,Linda Vista,,San Pedro Alcántara,,36.47358900,-4.98847050,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,222,,f
224,neighbourhood,San Pedro Pueblo,,San Pedro Alcántara,,36.48676650,-4.99057430,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,222,,f
225,neighbourhood,Guadalmina Alta,"Guadalmina Alta,Valle del Sol",San Pedro Alcántara,,36.48016340,-5.00750950,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,222,,f
226,neighbourhood,Guadalmina Baja,Guadalmina Baja,San Pedro Alcántara,,36.47363000,-5.00250000,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,222,,f
228,neighbourhood,Cortijo Blanco,Cortijo Blanco,San Pedro Alcántara,,36.47890700,-4.97234700,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,222,,f
229,area,Marbella Pueblo,Marbella,Marbella,,36.51091760,-4.88506990,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,207,,f
230,neighbourhood,Casco Antiguo,Marbella,Marbella,,36.51091760,-4.88506990,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
231,neighbourhood,Valdeolletas-Las Cancelas-Xarblanca,,Marbella,,36.51719540,-4.89331860,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
232,neighbourhood,Playa Bajadilla-Puertos,,Marbella,,36.50776360,-4.87718630,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
233,neighbourhood,Playa de la Fontanilla,,Marbella,,36.50674750,-4.89996870,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
234,neighbourhood,Ricardo Soriano,,Marbella,,36.51036790,-4.89423440,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
200,municipality,Manilva,Manilva,Manilva,,36.34294810,-5.23645610,4.83,2025-05-29 17:15:49.118854,2025-06-03 10:56:33.311899,2,"",f
184,area,Churriana,Churriana,Malaga,,36.66794690,-4.46352870,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:44:00.311896,122,"",f
208,area,Nueva Andalucía,Nueva Andalucía,Nueva andalucia,"Known as the “Golf Valley,” Nueva Andalucía is Marbella’s most in-demand residential area, combining modern villas, golf-front properties, and vibrant lifestyle. Minutes from Puerto Banús, it’s ideal for investors, expats, and families alike.",36.49237520,-4.95160960,7.85,2025-05-29 17:15:49.118854,2025-06-12 12:44:10.12941,207,"",f
209,neighbourhood,Los Naranjos,Los Naranjos,Nueva andalucia,"Los Naranjos is a prestigious residential enclave nestled in the heart of Marbella’s Golf Valley, just minutes from Puerto Banús. Known for its tranquil ambiance, lush greenery, and proximity to top-tier golf courses like Los Naranjos Golf Club, it blends exclusivity with convenience. The area offers elegant villas, gated communities, international schools, and upscale amenities—ideal for families, holidaymakers, or investors seeking high rental demand and lifestyle appeal.",36.50982520,-4.98031270,7.85,2025-05-29 17:15:49.118854,2025-06-24 09:32:15.88479,208,"",f
227,neighbourhood,Nueva Alcántara,,San Pedro Alcántara,"Nueva Alcántara is one of the most desirable residential areas in San Pedro de Alcántara, Marbella. Located just steps from the beach and a short stroll from the vibrant town center, it offers the perfect balance of coastal tranquility and urban convenience. The neighborhood features wide tree-lined avenues, luxury developments, 24-hour security, and proximity to top-tier amenities — including international schools, sports clubs, restaurants, and beach clubs. Ideal for families and year-round living, Nueva Alcántara stands out for its quality of life and long-term investment potential.",36.48676650,-4.99057430,7.85,2025-05-29 17:15:49.118854,2025-07-01 08:16:48.290403,222,"",f
235,neighbourhood,La Puya - La Ermita,,Marbella,,36.50928860,-4.86639920,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
236,neighbourhood,Huerta Belón-Calvario,,Marbella,,36.51247360,-4.89290950,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
237,neighbourhood,La Merced,,Marbella,,36.51249380,-4.90166470,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
239,neighbourhood,La Patera,,Marbella,,36.51724750,-4.88012510,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,229,,f
240,area,Elviria-Cabopino,,Mijas Costa,,36.49988060,-4.76763860,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,207,,f
241,neighbourhood,Santa María,,Mijas Costa,,36.49988060,-4.76763860,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
242,neighbourhood,Marbesa,Marbesa,Mijas Costa,,36.48800410,-4.75796770,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
243,neighbourhood,Cabopino-Artola,"Artola,Cabopino,Puerto de Cabopino",Mijas Costa,,36.48918520,-4.74837560,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
244,neighbourhood,Elviria,Elviria,Mijas Costa,,36.50137880,-4.78693690,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
245,neighbourhood,Romana Playa,,Mijas Costa,,36.49085010,-4.77634900,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
246,neighbourhood,Hacienda Las Chapas,"Hacienda Las Chapas,Carib Playa",Mijas Costa,,36.49442220,-4.75535840,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
247,neighbourhood,Reserva de Marbella,Reserva de Marbella,Mijas Costa,,36.50265050,-4.74665960,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
248,neighbourhood,Real de Zaragoza,,Mijas Costa,,36.49598330,-4.78641560,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,240,,f
257,neighbourhood,Las Chapas-Alicate Playa,Las Chapas,San Pedro Alcántara,,36.50555400,-4.81503100,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,255,,f
258,neighbourhood,Costabella,Costabella,San Pedro Alcántara,,36.50072030,-4.80523370,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,255,,f
259,neighbourhood,Santa Clara,Santa Clara,San Pedro Alcántara,,36.50829600,-4.81651620,7.85,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,255,,f
261,area,Riviera del Sol,"Riviera del Sol,Torrenueva,miraflores",La Cala de Mijas,,36.50755110,-4.71410680,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
263,neighbourhood,Los Rios - CARE,,Las Lagunas de Mijas,,36.55151140,-4.63147100,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,262,,f
265,neighbourhood,Los Árboles,,Las Lagunas de Mijas,,36.54763260,-4.63523340,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,262,,f
266,neighbourhood,Las Cañadas,,Las Lagunas de Mijas,,36.55196260,-4.62920970,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,262,,f
267,neighbourhood,Centro,,Las Lagunas de Mijas,,36.54376920,-4.63728660,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,262,,f
268,area,Sitio de Calahonda,"Calahonda,Calypso",La Cala de Mijas,,36.49445760,-4.72130040,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
269,area,Mijas Pueblo,,Mijas,,36.59477700,-4.63856810,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
270,area,Calaburra - Chaparral,"El Faro,El Chaparral",La Cala de Mijas,,36.51894340,-4.66244950,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
272,area,La Cala Golf - Lagar Martell,"Calanova Golf,La Cala Golf,La Cala Hills",Mijas,,36.54216020,-4.72228860,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
273,area,Campo de Mijas,Campo Mijas,Mijas,,36.55845500,-4.63658420,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
274,area,Mijas Golf,"Mijas Golf,el coto",Mijas,,36.54928970,-4.66915120,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
275,area,Valtocado - La Alquería - La Atalaya,"La Atalaya,Valtocado",Mijas,,36.59984270,-4.68053050,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
276,area,Hipódromo-Cerrado del Águila,Hipódromo-Cerrado del Águila,Mijas,,36.52739840,-4.66150520,6.43,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,260,,f
277,municipality,Monda,Monda,Pinos de Alhaurín,,36.62967250,-4.83197360,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,2,,f
279,area,Centro,,La Cala del Moral,,36.74668200,-3.87826370,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
280,area,Avda Pescia - Ctra de Frigiliana,,La Cala del Moral,,36.75338890,-3.87513490,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
281,area,Chaparil - Torrecilla - Punta Lara,,La Cala del Moral,,36.74225320,-3.88623290,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
282,area,Capistrano,,La Cala del Moral,,36.75364240,-3.86668260,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
283,area,Almijara,,La Cala del Moral,,36.76128160,-3.87462900,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
285,area,Maro - Cuevas de Nerja,,La Cala del Moral,,36.76201370,-3.84493250,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
286,area,Burriana,,La Cala del Moral,,36.75038020,-3.86644480,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,278,,f
289,area,Palo Alto,,Ojén,,36.54401480,-4.86197790,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,287,,f
290,area,Ojén Pueblo,Ojén,Ojén,,36.56543020,-4.85530460,4.83,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,287,,f
271,area,La Cala de Mijas,"La Cala de Mijas,La Cala",La Cala de Mijas,,36.50225720,-4.68185480,6.43,2025-05-29 17:15:49.118854,2025-06-03 10:47:28.684674,260,"",f
260,municipality,Mijas,"Mijas Costa,Mijas",La Cala de Mijas,,36.50755110,-4.71410680,6.43,2025-05-29 17:15:49.118854,2025-06-03 10:57:54.157384,2,"",f
264,neighbourhood,Las Flores,Miraflores,Las Lagunas de Mijas,,36.54025380,-4.63988620,6.43,2025-05-29 17:15:49.118854,2025-06-03 10:50:12.694788,262,"",f
284,area,Nueva Nerja,Torrenueva,La Cala del Moral,,36.75144210,-3.87727170,5.01,2025-05-29 17:15:49.118854,2025-06-03 10:51:21.496071,278,"",f
262,area,Las Lagunas,"Las Lagunas,Sierrezuela",Las Lagunas de Mijas,,36.55151140,-4.63147100,6.43,2025-05-29 17:15:49.118854,2025-06-03 11:01:42.055861,260,"",f
278,municipality,Nerja,Nerja,La Cala del Moral,,36.74668200,-3.87826370,5.01,2025-05-29 17:15:49.118854,2025-06-04 08:07:32.673401,2,"",f
287,municipality,Ojén,,Ojén,,36.52966320,-4.75500110,4.83,2025-05-29 17:15:49.118854,2025-06-04 08:16:22.895813,2,"",f
291,municipality,Rincón de la Victoria,Rincón de la Victoria,La Cala del Moral,,36.71788790,-4.30258760,2.1,2025-05-29 17:15:49.118854,2025-06-04 09:54:13.324659,2,"",f
255,area,Las Chapas-El Rosario,El Rosario,San Pedro Alcántara,"A tranquil, family-friendly area just east of Marbella, El Rosario features spacious villas, sea views, and a relaxed community feel. With close access to international schools, beaches, and golf courses, it’s perfect for both year-round living and holiday escapes.",36.50453070,-4.80884670,7.85,2025-05-29 17:15:49.118854,2025-06-12 12:43:59.180298,207,"",f
256,neighbourhood,El Rosario-Ricmar,El Rosario,San Pedro Alcántara,"A tranquil, family-friendly area just east of Marbella, El Rosario features spacious villas, sea views, and a relaxed community feel. With close access to international schools, beaches, and golf courses, it’s perfect for both year-round living and holiday escapes.",36.50453070,-4.80884670,7.85,2025-05-29 17:15:49.118854,2025-06-12 12:50:05.337632,255,"",f
293,area,Lo Cea - Los Cortijos,,La Cala del Moral,,36.71658440,-4.26405470,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
294,area,Añoreta Golf - Paraíso del Sol,,La Cala del Moral,,36.72011300,-4.23979590,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
295,area,Playa del Rincón,,La Cala del Moral,,36.71468500,-4.28879410,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
296,area,Cotomar - Urbanizaciones,,La Cala del Moral,,36.71480770,-4.27249920,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
297,area,Añoreta baja,,La Cala del Moral,,36.72163860,-4.24558310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
298,area,Gran Sol - Montesol,,La Cala del Moral,,36.72101010,-4.28474490,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
299,area,Torre de Benagalbón,,La Cala del Moral,,36.71452820,-4.24615310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
300,area,Benagalbón,,La Cala del Moral,,36.73809080,-4.24551210,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
301,municipality,Ronda,Ronda,Ronda,,36.74620900,-5.16122510,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,2,,f
302,area,Casco Histórico,,Ronda,,36.73798020,-5.16459470,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
303,area,Centro,,Ronda,,36.74170440,-5.16467880,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
304,area,Partidas Norte,,Ronda,,36.76831950,-5.15379570,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
305,area,San Cristóbal,,Ronda,,36.74934730,-5.15823310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
306,area,San Francisco,,Ronda,,36.74587310,-5.16509570,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
307,area,San Rafael,,Ronda,,36.74896460,-5.15116230,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
308,area,El Fuerte - La Dehesa,,Ronda,,36.75200270,-5.17328720,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
